Site ID,School District,Site Name,School Type,Survey Status,Survey Type,Year,Total Students,Vaccine,,Fully Immunized,In Process,Incomplete Record,Medical Exemption,No Record,Personal Exemption,Religious Exemption
9419,Denver County 1,Kipp Northeast Denver Middle School,Charter,Completed,School,2018/2019,449,Varicella,0.759,0.949,0.000,0.022,0.002,0.024,0.002,0.000
9420,Denver County 1,Kipp Northeast Elementary,Charter,Completed,School,2018/2019,438,Varicella,0.929,0.943,0.000,0.041,0.000,0.016,0.000,0.000
9421,Denver County 1,Kipp Northeast Denver Leadership Academy,Charter,Completed,School,2018/2019,516,Varicella,0.760,0.835,0.000,0.087,0.002,0.076,0.000,0.000
9422,Denver County 1,Kipp Sunshine Peak Academy,Charter,Completed,School,2018/2019,422,Varicella,0.709,0.979,0.000,0.014,0.002,0.005,0.000,0.000
9423,Kit Carson R-1,Kit Carson K-12 Schools,Regular,Completed,School,2018/2019,104,Varicella,1.000,0.923,0.000,0.000,0.000,0.000,0.077,0.000
9424,Denver County 1,Knapp Elementary School,Regular,Completed,School,2018/2019,481,Varicella,0.867,0.902,0.000,0.073,0.000,0.025,0.000,0.000
9426,Johnstown-milliken RE-5J,Knowledge Quest Academy,Charter,Completed,School,2018/2019,396,Varicella,1.000,0.967,0.000,0.000,0.000,0.000,0.033,0.000
9427,Boulder Valley RE 2,Kohl Elementary School,Regular,Completed,School,2018/2019,399,Varicella,1.000,0.950,0.000,0.000,0.000,0.000,0.048,0.003
9429,Poudre R-1,Kruse Elementary School,Regular,Completed,School,2018/2019,472,Varicella,1.000,0.960,0.002,0.000,0.000,0.000,0.032,0.006
9430,Jefferson County R-1,Kullerstrand Elementary School,Regular,Completed,School,2018/2019,206,Varicella,0.976,0.922,0.000,0.000,0.000,0.005,0.073,0.000
9431,Denver County 1,Kunsmiller Creative Arts Academy,Regular,Completed,School,2018/2019,937,Varicella,0.805,0.899,0.000,0.081,0.006,0.014,0.000,0.000
9432,Jefferson County R-1,Kyffin Elementary School,Regular,Completed,School,2018/2019,451,Varicella,0.993,0.960,0.000,0.000,0.000,0.000,0.040,0.000
9434,North Conejos RE-1J,La Jara Elementary School,Regular,Completed,School,2018/2019,216,Varicella,0.931,0.917,0.000,0.056,0.009,0.000,0.019,0.000
9435,East Otero R-1,La Junta Intermediate School,Regular,Completed,School,2018/2019,454,Varicella,0.963,0.974,0.002,0.011,0.000,0.000,0.009,0.004
9436,East Otero R-1,La Junta Jr/sr High School,Regular,Completed,School,2018/2019,625,Varicella,0.966,0.984,0.000,0.011,0.000,0.003,0.002,0.000
9437,East Otero R-1,La Junta Primary School,Regular,Completed,School,2018/2019,332,Varicella,0.961,0.964,0.000,0.027,0.000,0.000,0.006,0.003
9438,La Veta RE-2,La Veta Elementary School,Regular,Completed,School,2018/2019,85,Varicella,1.000,0.906,0.000,0.000,0.000,0.000,0.094,0.000
9439,La Veta RE-2,La Veta Junior-senior High School,Regular,Completed,School,2018/2019,120,Varicella,1.000,0.900,0.000,0.000,0.000,0.000,0.100,0.000
9440,Boulder Valley RE 2,Lafayette Elementary School,Regular,Completed,School,2018/2019,430,Varicella,0.944,0.893,0.002,0.026,0.000,0.016,0.063,0.000
9441,Hinsdale County RE 1,Lake City Community School,Regular,Completed,School,2018/2019,69,Varicella,0.986,0.652,0.029,0.014,0.000,0.000,0.304,0.000
9442,Lake County R-1,Lake County High School,Regular,Completed,School,2018/2019,483,Varicella,0.867,0.896,0.000,0.017,0.000,0.060,0.025,0.002
9443,Lake County R-1,Lake County Intermediate School,Regular,Completed,School,2018/2019,301,Varicella,0.904,0.920,0.000,0.033,0.000,0.017,0.030,0.000
9444,Park County RE-2,Lake George Charter School,Charter,Completed,School,2018/2019,118,Varicella,0.856,0.771,0.000,0.059,0.000,0.008,0.161,0.000
9445,Denver County 1,Lake International School,Regular,Completed,School,2018/2019,347,Varicella,0.706,0.948,0.000,0.029,0.003,0.020,0.000,0.000
9446,Jefferson County R-1,Lakewood High School,Regular,Completed,School,2018/2019,2063,Varicella,0.966,0.957,0.000,0.010,0.001,0.005,0.026,0.002
9447,Lamar RE-2,Lamar High School,Regular,Completed,School,2018/2019,435,Varicella,1.000,0.984,0.000,0.000,0.000,0.000,0.016,0.000
9448,Lamar RE-2,Lamar Middle School,Regular,Completed,School,2018/2019,319,Varicella,1.000,0.991,0.000,0.000,0.000,0.000,0.006,0.003
9449,School District 27J,Landmark Academy At Reunion,Charter,Completed,School,2018/2019,737,Varicella,0.995,0.939,0.000,0.001,0.004,0.000,0.056,0.000
9450,Adams-Arapahoe 28J,Lansing Elementary Community School,Regular,Completed,School,2018/2019,345,Varicella,0.939,0.957,0.000,0.026,0.000,0.006,0.009,0.003
9451,Adams-Arapahoe 28J,Laredo Elementary School,Regular,Completed,School,2018/2019,415,Varicella,0.894,0.925,0.002,0.046,0.000,0.027,0.000,0.000
9452,Cherry Creek 5,Laredo Middle School,Regular,Completed,School,2018/2019,1098,Varicella,0.872,0.956,0.000,0.021,0.001,0.007,0.013,0.002
9453,Douglas County RE 1,Larkspur Elementary School,Regular,Completed,School,2018/2019,283,Varicella,0.887,0.887,0.000,0.042,0.004,0.004,0.060,0.004
9454,Las Animas RE-1,Las Animas Elementary School,Regular,Completed,School,2018/2019,244,Varicella,1.000,0.984,0.000,0.000,0.000,0.000,0.016,0.000
9455,Las Animas RE-1,Las Animas High School,Regular,Completed,School,2018/2019,143,Varicella,1.000,0.972,0.000,0.000,0.000,0.000,0.028,0.000
9456,Las Animas RE-1,Las Animas Junior High School,Regular,Completed,School,2018/2019,70,Varicella,1.000,0.971,0.000,0.000,0.000,0.000,0.029,0.000
9457,Jefferson County R-1,Lasley Elementary School,Regular,Completed,School,2018/2019,434,Varicella,0.919,0.965,0.000,0.005,0.002,0.016,0.012,0.000
9458,Charter School Institute,Launch High School,Charter,Completed,School,2018/2019,96,Varicella,1.000,0.844,0.000,0.000,0.000,0.000,0.156,0.000
9459,Poudre R-1,Laurel Elementary School,Regular,Completed,School,2018/2019,457,Varicella,1.000,0.943,0.002,0.000,0.007,0.000,0.046,0.002
9460,Thompson R2-J,Laurene Edmondson Elementary School,Regular,Completed,School,2018/2019,204,Varicella,0.951,0.922,0.005,0.010,0.000,0.005,0.054,0.005
9461,Jefferson County R-1,Lawrence Elementary School,Regular,Completed,School,2018/2019,267,Varicella,0.985,0.925,0.000,0.000,0.000,0.000,0.067,0.007
9463,Jefferson County R-1,Leawood Elementary School,Regular,Completed,School,2018/2019,381,Varicella,0.937,0.953,0.000,0.016,0.003,0.003,0.024,0.003
9464,Elizabeth C-1,Legacy Academy,Charter,Completed,School,2018/2019,443,Varicella,0.926,0.819,0.000,0.016,0.002,0.014,0.108,0.041
9465,St Vrain Valley Re 1J,Legacy Elementary School,Regular,Completed,School,2018/2019,532,Varicella,0.976,0.938,0.000,0.009,0.002,0.002,0.049,0.000
9466,Adams 12 Five Star Schools,Legacy High School,Regular,Completed,School,2018/2019,2401,Varicella,0.990,0.975,0.001,0.006,0.000,0.000,0.018,0.000
9467,Denver County 1,Legacy Options Hs,Alt. Ed,Completed,School,2018/2019,107,Varicella,0.860,0.897,0.000,0.065,0.000,0.037,0.000,0.000
9468,Douglas County RE 1,Legacy Point Elementary School,Regular,Completed,School,2018/2019,355,Varicella,0.935,0.924,0.000,0.037,0.000,0.006,0.034,0.000
9469,Douglas County RE 1,Legend High School,Regular,Completed,School,2018/2019,2383,Varicella,0.961,0.940,0.021,0.011,0.002,0.005,0.021,0.001
9470,Denver County 1,Lena Archuleta Elementary School,Regular,Completed,School,2018/2019,501,Varicella,0.954,0.972,0.000,0.020,0.002,0.006,0.000,0.000
9471,Weld County S/d RE-8,Leo William Butler Elementary School,Regular,Completed,School,2018/2019,428,Varicella,0.895,0.914,0.000,0.051,0.002,0.023,0.009,0.000
9472,Adams 12 Five Star Schools,Leroy Drive Elementary School,Regular,Completed,School,2018/2019,421,Varicella,0.998,0.976,0.002,0.000,0.000,0.000,0.019,0.002
9473,Poudre R-1,Lesher Middle School,Regular,Completed,School,2018/2019,770,Varicella,0.997,0.960,0.001,0.000,0.008,0.001,0.027,0.003
9474,Adams County 14,Lester R Arnold High School,Alt. Ed,Completed,School,2018/2019,272,Varicella,0.967,0.982,0.000,0.007,0.000,0.011,0.000,0.000
9475,Johnstown-milliken RE-5J,Letford Elementary School,Regular,Completed,School,2018/2019,421,Varicella,1.000,0.955,0.002,0.000,0.000,0.000,0.040,0.002
9476,Montezuma-Cortez RE-1,Lewis-arriola Elementary School,Regular,Completed,School,2018/2019,127,Varicella,1.000,0.866,0.000,0.000,0.000,0.000,0.102,0.031
9477,Lewis-Palmer 38,Lewis-palmer Elementary School,Regular,Completed,School,2018/2019,441,Varicella,0.959,0.952,0.002,0.016,0.002,0.000,0.027,0.000
9478,Lewis-Palmer 38,Lewis-palmer High School,Regular,Completed,School,2018/2019,1145,Varicella,0.984,0.958,0.000,0.007,0.000,0.002,0.032,0.001
9479,Lewis-Palmer 38,Lewis-palmer Middle School,Regular,Completed,School,2018/2019,891,Varicella,0.975,0.970,0.000,0.003,0.003,0.000,0.022,0.001
9480,Poudre R-1,Liberty Common Elementary School,Charter,Completed,School,2018/2019,609,Varicella,1.000,0.898,0.000,0.000,0.000,0.000,0.102,0.000
9481,Academy 20,Liberty High School,Regular,Completed,School,2018/2019,1594,Varicella,0.875,0.913,0.000,0.035,0.012,0.028,0.011,0.001
9482,Cherry Creek 5,Liberty Middle School,Regular,Completed,School,2018/2019,1161,Varicella,0.885,0.966,0.000,0.014,0.000,0.006,0.013,0.001
9483,Pueblo County 70,Liberty Point Elementary School,Regular,Completed,School,2018/2019,335,Varicella,0.982,0.952,0.012,0.018,0.000,0.000,0.018,0.000
9484,Pueblo County 70,Liberty Point International School,Regular,Completed,School,2018/2019,496,Varicella,0.819,0.960,0.000,0.010,0.002,0.004,0.024,0.000
9485,Liberty J-4,Liberty School,Regular,Completed,School,2018/2019,52,Varicella,1.000,0.942,0.000,0.000,0.000,0.000,0.058,0.000
9486,Colorado Springs 11,Eastlake High School,Charter,Completed,School,2018/2019,266,Varicella,0.966,0.883,0.008,0.030,0.030,0.004,0.045,0.000
9488,Adams-Arapahoe 28J,Christ Our Redeemer Lutheran,Regular,Completed,School,2018/2019,37,Varicella,1.000,0.838,0.000,0.000,0.000,0.000,0.162,0.000
9489,Limon RE-4J,Limon Elementary School,Regular,Completed,School,2018/2019,207,Varicella,0.918,0.903,0.000,0.043,0.000,0.029,0.024,0.000
9490,Limon RE-4J,Limon Junior-senior High School,Regular,Completed,School,2018/2019,266,Varicella,0.778,0.865,0.000,0.034,0.000,0.045,0.056,0.000
9491,Jefferson County R-1,Lincoln Charter Academy,Charter,Completed,School,2018/2019,738,Varicella,0.993,0.923,0.000,0.000,0.000,0.001,0.069,0.007
9492,Delta County 50(J),Lincoln Elementary School,Regular,Completed,School,2018/2019,509,Varicella,0.992,0.937,0.004,0.000,0.000,0.006,0.053,0.000
9493,Thompson R2-J,Lincoln Elementary School,Regular,Completed,School,2018/2019,250,Varicella,0.980,0.880,0.000,0.008,0.000,0.000,0.112,0.000
9494,Denver County 1,Lincoln Elementary School,Regular,Completed,School,2018/2019,298,Varicella,0.923,0.899,0.000,0.034,0.003,0.007,0.057,0.000
9495,Fort Morgan RE-3,Lincoln High School,Alt. Ed,Completed,School,2018/2019,42,Varicella,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
9496,Poudre R-1,Lincoln Middle School,Regular,Completed,School,2018/2019,613,Varicella,0.990,0.967,0.007,0.002,0.000,0.002,0.020,0.003
9497,Mesa County Valley 51,Lincoln Orchard Mesa Elementary School,Regular,Completed,School,2018/2019,322,Varicella,0.960,0.944,0.000,0.025,0.000,0.003,0.028,0.000
9498,Canon City RE-1,Lincoln School Of Science And Technology,Regular,Completed,School,2018/2019,270,Varicella,0.989,0.952,0.000,0.007,0.000,0.000,0.037,0.004
9499,Poudre R-1,Linton Elementary School,Regular,Completed,School,2018/2019,420,Varicella,1.000,0.981,0.000,0.000,0.000,0.000,0.019,0.000
9500,Jefferson County R-1,Little Elementary School,Regular,Completed,School,2018/2019,291,Varicella,0.911,0.907,0.000,0.045,0.010,0.007,0.024,0.007
9501,Archuleta County 50 JT,Our Savior Lutheran School,Regular,Completed,School,2018/2019,52,Varicella,1.000,0.673,0.000,0.000,0.000,0.000,0.327,0.000
9502,Bennett 29J,Our Lady Help Of Christians Academy,Regular,Completed,School,2018/2019,164,Varicella,1.000,0.378,0.000,0.000,0.000,0.000,0.482,0.140
9503,Littleton 6,Littleton Academy,Charter,Completed,School,2018/2019,463,Varicella,0.996,0.959,0.000,0.000,0.000,0.000,0.039,0.002
9504,Littleton 6,Littleton High School,Regular,Completed,School,2018/2019,1250,Varicella,0.904,0.929,0.001,0.049,0.001,0.000,0.020,0.001
9505,Littleton 6,Littleton Prep Charter School,Charter,Completed,School,2018/2019,568,Varicella,0.926,0.949,0.000,0.021,0.000,0.000,0.030,0.000
9506,Poudre R-1,Livermore Elementary School,Regular,Completed,School,2018/2019,37,Varicella,1.000,0.946,0.000,0.000,0.000,0.000,0.054,0.000
9507,Weld County School District RE-3J,Lochbuie Elementary School,Regular,Completed,School,2018/2019,264,Varicella,1.000,0.985,0.000,0.000,0.000,0.000,0.015,0.000
9508,Littleton 6,Lois Lenski Elementary School,Regular,Completed,School,2018/2019,547,Varicella,0.980,0.945,0.000,0.011,0.002,0.000,0.040,0.002
9509,Mesa County Valley 51,Loma Elementary School,Regular,Completed,School,2018/2019,260,Varicella,0.981,0.927,0.000,0.008,0.000,0.004,0.046,0.015
9510,Lone Star 101,Lone Star K-12,Regular,Completed,School,2018/2019,124,Varicella,0.742,0.839,0.000,0.113,0.000,0.032,0.008,0.008
9511,Douglas County RE 1,Lone Tree Elementary,Magnet,Completed,School,2018/2019,440,Varicella,0.920,0.950,0.014,0.009,0.000,0.002,0.025,0.000
9512,Salida R-32,Longfellow Elementary School,Regular,Completed,School,2018/2019,419,Varicella,0.921,0.847,0.005,0.053,0.012,0.000,0.081,0.002
9513,St Vrain Valley Re 1J,Longmont Christian School,Regular,Not Completed,School,2018/2019,,Varicella,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9514,St Vrain Valley Re 1J,Longmont Estates Elementary School,Regular,Completed,School,2018/2019,326,Varicella,0.954,0.911,0.000,0.012,0.000,0.000,0.071,0.006
9515,St Vrain Valley Re 1J,Longmont High School,Regular,Completed,School,2018/2019,1284,Varicella,0.864,0.917,0.000,0.046,0.001,0.024,0.012,0.001
9516,St Vrain Valley Re 1J,Longs Peak Middle School,Regular,Completed,School,2018/2019,441,Varicella,0.719,0.939,0.000,0.043,0.000,0.016,0.002,0.000
9517,Jefferson County R-1,Longview High School,Alt. Ed,Completed,School,2018/2019,58,Varicella,0.966,0.897,0.000,0.034,0.000,0.000,0.069,0.000
9518,Poudre R-1,Lopez Elementary School,Regular,Completed,School,2018/2019,395,Varicella,0.995,0.947,0.003,0.000,0.003,0.005,0.043,0.000
9519,Adams-Arapahoe 28J,Lotus School For Excellence,Charter,Completed,School,2018/2019,858,Varicella,0.890,0.939,0.003,0.044,0.002,0.003,0.006,0.001
9520,Boulder Valley RE 2,Louisville Elementary School,Regular,Completed,School,2018/2019,563,Varicella,0.972,0.925,0.011,0.020,0.000,0.000,0.044,0.000
9521,Boulder Valley RE 2,Louisville Middle School,Regular,Completed,School,2018/2019,681,Varicella,0.978,0.938,0.004,0.010,0.003,0.000,0.044,0.000
9522,Thompson R2-J,Loveland Classical School,Charter,Completed,School,2018/2019,865,Varicella,0.961,0.855,0.000,0.003,0.001,0.001,0.126,0.013
9523,Thompson R2-J,Loveland High School,Regular,Completed,School,2018/2019,1617,Varicella,0.989,0.955,0.000,0.000,0.002,0.000,0.038,0.005
9524,Denver County 1,Lowry Elementary School,Regular,Completed,School,2018/2019,479,Varicella,0.848,0.885,0.000,0.079,0.002,0.033,0.000,0.000
9525,Thompson R2-J,Lucile Erwin Middle School,Regular,Completed,School,2018/2019,852,Varicella,0.960,0.951,0.000,0.005,0.006,0.000,0.035,0.004
9526,Jefferson County R-1,Lukas Elementary,Regular,Completed,School,2018/2019,356,Varicella,0.980,0.955,0.000,0.006,0.000,0.003,0.028,0.008
9527,Jefferson County R-1,Lumberg Elementary School,Regular,Completed,School,2018/2019,396,Varicella,0.889,0.944,0.000,0.035,0.003,0.018,0.000,0.000
9528,Adams-Arapahoe 28J,Lyn Knoll Elementary School,Regular,Completed,School,2018/2019,246,Varicella,0.907,0.927,0.000,0.057,0.000,0.016,0.000,0.000
9529,St Vrain Valley Re 1J,Lyons Elementary School,Regular,Completed,School,2018/2019,321,Varicella,0.947,0.829,0.000,0.028,0.003,0.000,0.137,0.003
9530,St Vrain Valley Re 1J,Lyons Middle/senior High School,Regular,Completed,School,2018/2019,398,Varicella,0.864,0.892,0.000,0.025,0.000,0.013,0.070,0.000
9531,Westminster Public Schools,M. Scott Carpenter Middle School,Regular,Completed,School,2018/2019,471,Varicella,1.000,0.979,0.002,0.000,0.002,0.000,0.017,0.000
9532,Littleton 6,Mackintosh Academy: Littleton,Regular,Completed,School,2018/2019,100,Varicella,1.000,0.920,0.000,0.000,0.000,0.000,0.080,0.000
9533,Colorado Springs 11,Madison Elementary School,Regular,Completed,School,2018/2019,301,Varicella,0.977,0.950,0.000,0.003,0.000,0.000,0.043,0.003
9534,Greeley 6,Madison Elementary School,Regular,Completed,School,2018/2019,493,Varicella,0.984,0.959,0.004,0.012,0.000,0.014,0.008,0.002
9535,Adams 12 Five Star Schools,Malley Drive Elementary School,Regular,Completed,School,2018/2019,464,Varicella,0.989,0.961,0.000,0.011,0.000,0.000,0.028,0.000
9536,Douglas County RE 1,Mammoth Heights Elementary,Regular,Completed,School,2018/2019,681,Varicella,0.884,0.924,0.000,0.043,0.001,0.004,0.025,0.003
9537,North Conejos RE-1J,Manassa Elementary School,Regular,Completed,School,2018/2019,220,Varicella,0.936,0.977,0.000,0.023,0.000,0.000,0.000,0.000
9538,Montezuma-Cortez RE-1,Manaugh Elementary School,Regular,Completed,School,2018/2019,247,Varicella,1.000,0.955,0.000,0.000,0.000,0.000,0.040,0.004
9539,Mancos RE-6,Mancos Elementary School,Regular,Completed,School,2018/2019,223,Varicella,0.996,0.915,0.000,0.000,0.000,0.000,0.085,0.000
9540,Mancos RE-6,Mancos High School,Regular,Completed,School,2018/2019,129,Varicella,0.953,0.899,0.000,0.031,0.000,0.000,0.070,0.000
9541,Mancos RE-6,Mancos Middle School,Regular,Completed,School,2018/2019,101,Varicella,0.921,0.960,0.000,0.000,0.000,0.000,0.040,0.000
9542,Jefferson County R-1,Mandalay Middle School,Regular,Completed,School,2018/2019,581,Varicella,0.959,0.960,0.002,0.010,0.003,0.002,0.022,0.000
9543,Boulder Valley RE 2,Manhattan Middle School Of The Arts And Academics,Regular,Completed,School,2018/2019,494,Varicella,0.860,0.877,0.000,0.000,0.002,0.061,0.055,0.006
9544,Manitou Springs 14,Manitou Springs Elementary School,Regular,Completed,School,2018/2019,442,Varicella,0.900,0.837,0.002,0.054,0.002,0.043,0.057,0.005
9545,Manitou Springs 14,Manitou Springs High School,Regular,Completed,School,2018/2019,494,Varicella,0.907,0.901,0.002,0.032,0.000,0.034,0.030,0.000
9546,Manitou Springs 14,Manitou Springs Middle School,Regular,Completed,School,2018/2019,374,Varicella,0.802,0.840,0.000,0.019,0.005,0.059,0.078,0.000
9547,Colorado Springs 11,Mann Middle School,Regular,Completed,School,2018/2019,457,Varicella,0.856,0.950,0.004,0.007,0.000,0.009,0.031,0.000
9548,Jefferson County R-1,Manning Options School,Regular,Completed,School,2018/2019,669,Varicella,0.952,0.967,0.000,0.004,0.000,0.003,0.022,0.003
9549,Denver County 1,Manual High School,Regular,Completed,School,2018/2019,295,Varicella,0.858,0.922,0.003,0.051,0.007,0.017,0.000,0.000
9550,Manzanola 3J,Manzanola K-12 Schools,Regular,Completed,School,2018/2019,144,Varicella,0.965,0.951,0.000,0.035,0.000,0.000,0.014,0.000
9552,Jefferson County R-1,Maple Grove Elementary School,Regular,Completed,School,2018/2019,322,Varicella,0.969,0.963,0.000,0.009,0.003,0.003,0.019,0.003
9553,Mapleton 1,Mapleton Early College High School,Regular,Completed,School,2018/2019,249,Varicella,0.984,0.980,0.000,0.016,0.000,0.000,0.004,0.000
9554,Mapleton 1,Mapleton Expeditionary School Of The Arts,Regular,Completed,School,2018/2019,671,Varicella,0.966,0.973,0.003,0.016,0.003,0.000,0.001,0.003
9555,Greeley 6,Maplewood Elementary School,Regular,Completed,School,2018/2019,607,Varicella,0.932,0.916,0.003,0.049,0.000,0.023,0.005,0.003
9556,Gunnison Watershed RE1J,Marble Charter School,Charter,Completed,School,2018/2019,40,Varicella,0.850,0.725,0.000,0.100,0.000,0.000,0.175,0.000
9557,Denver County 1,Marie L. Greenwood Academy,Regular,Completed,School,2018/2019,576,Varicella,0.854,0.951,0.000,0.036,0.000,0.012,0.000,0.000
9558,Denver County 1,Marrama Elementary School,Regular,Completed,School,2018/2019,446,Varicella,0.857,0.917,0.000,0.063,0.000,0.020,0.000,0.000
9560,Jefferson County R-1,Marshdale Elementary School,Regular,Completed,School,2018/2019,304,Varicella,0.990,0.951,0.000,0.000,0.000,0.000,0.049,0.000
9561,Widefield 3,Martin Luther King Jr Elementary School,Regular,Completed,School,2018/2019,692,Varicella,0.864,0.889,0.000,0.062,0.001,0.038,0.007,0.003
9562,Denver County 1,Martin Luther King Jr. Early College,Regular,Completed,School,2018/2019,1174,Varicella,0.765,0.888,0.000,0.053,0.002,0.057,0.000,0.000
9563,Greeley 6,Martinez Elementary School,Regular,Completed,School,2018/2019,523,Varicella,0.966,0.962,0.006,0.029,0.000,0.002,0.002,0.000
9564,Colorado Springs 11,Martinez Elementary School,Regular,Completed,School,2018/2019,414,Varicella,0.971,0.942,0.000,0.010,0.005,0.012,0.019,0.012
9565,Thompson R2-J,Mary Blair Elementary School,Regular,Completed,School,2018/2019,267,Varicella,0.974,0.970,0.000,0.000,0.000,0.000,0.030,0.000
9566,School District 27J,Mary E Pennock Elementary School,Regular,Completed,School,2018/2019,587,Varicella,1.000,0.954,0.000,0.000,0.002,0.000,0.041,0.003
9567,Denver County 1,Mathematics And Science Leadership Academy,Regular,Completed,School,2018/2019,174,Varicella,0.902,0.931,0.000,0.063,0.000,0.006,0.000,0.000
9568,Denver County 1,Maxwell Elementary School,Regular,Completed,School,2018/2019,574,Varicella,0.892,0.925,0.000,0.061,0.000,0.010,0.003,0.000
9570,Mc Clave RE-2,Mc Clave Elementary School,Regular,Completed,School,2018/2019,240,Varicella,1.000,0.983,0.004,0.000,0.004,0.000,0.008,0.000
9571,Mc Clave RE-2,Mc Clave Undivided High School,Regular,Completed,School,2018/2019,240,Varicella,1.000,0.983,0.004,0.000,0.004,0.000,0.000,0.008
9572,Adams 12 Five Star Schools,Mc Elwain Elementary School,Regular,Completed,School,2018/2019,434,Varicella,0.975,0.961,0.002,0.007,0.000,0.000,0.025,0.005
9573,Denver County 1,Mc Kinley-thatcher Elementary School,Regular,Completed,School,2018/2019,149,Varicella,0.792,0.872,0.000,0.101,0.000,0.027,0.000,0.000
9575,Jefferson County R-1,McLain Community High School,Alt. Ed,Completed,School,2018/2019,389,Varicella,0.985,0.936,0.000,0.005,0.000,0.000,0.057,0.003
9576,Denver County 1,Mc Meen Elementary School,Regular,Completed,School,2018/2019,539,Varicella,0.892,0.931,0.000,0.050,0.000,0.007,0.011,0.000
9578,Denver County 1,Mcauliffe International School,Regular,Completed,School,2018/2019,1423,Varicella,0.940,0.978,0.000,0.012,0.000,0.006,0.005,0.000
9579,Denver County 1,Mcauliffe Manual Middle School,Regular,Completed,School,2018/2019,340,Varicella,0.574,0.971,0.000,0.006,0.000,0.024,0.000,0.000
9580,Denver County 1,Mcglone Academy,Regular,Completed,School,2018/2019,854,Varicella,0.809,0.889,0.000,0.083,0.001,0.027,0.000,0.000
9581,Poudre R-1,Mcgraw Elementary School,Regular,Completed,School,2018/2019,411,Varicella,1.000,0.934,0.000,0.000,0.000,0.000,0.063,0.002
9582,Canon City RE-1,Mckinley Elementary School,Regular,Completed,School,2018/2019,185,Varicella,1.000,0.930,0.000,0.000,0.000,0.000,0.070,0.000
9583,St Vrain Valley Re 1J,Mead Elementary School,Regular,Completed,School,2018/2019,563,Varicella,0.964,0.961,0.000,0.011,0.000,0.002,0.027,0.000
9584,St Vrain Valley Re 1J,Mead High School,Regular,Completed,School,2018/2019,1114,Varicella,0.959,0.944,0.000,0.015,0.001,0.003,0.037,0.000
9585,St Vrain Valley Re 1J,Mead Middle School,Regular,Completed,School,2018/2019,571,Varicella,0.909,0.825,0.000,0.007,0.000,0.002,0.095,0.072
9586,Mapleton 1,Meadow Community School,Magnet,Completed,School,2018/2019,442,Varicella,0.977,0.984,0.000,0.009,0.002,0.000,0.005,0.000
9587,Cherry Creek 5,Meadow Point Elementary School,Regular,Completed,School,2018/2019,495,Varicella,0.853,0.939,0.000,0.028,0.000,0.008,0.024,0.000
9588,Douglas County RE 1,Meadow View Elementary School,Regular,Completed,School,2018/2019,494,Varicella,0.771,0.846,0.010,0.081,0.004,0.022,0.030,0.006
9589,Meeker RE1,Meeker Elementary School,Regular,Completed,School,2018/2019,325,Varicella,1.000,0.920,0.006,0.000,0.000,0.000,0.074,0.000
9590,Greeley 6,Meeker Elementary School,Regular,Completed,School,2018/2019,521,Varicella,0.975,0.942,0.006,0.017,0.006,0.002,0.021,0.006
9591,Meeker RE1,Meeker High School,Regular,Completed,School,2018/2019,201,Varicella,0.995,0.940,0.000,0.005,0.015,0.000,0.040,0.000
9592,Jefferson County R-1,Meiklejohn Elementary,Regular,Completed,School,2018/2019,530,Varicella,0.975,0.983,0.000,0.006,0.000,0.000,0.011,0.000
9593,Adams 12 Five Star Schools,Meridian Elementary School,Regular,Completed,School,2018/2019,645,Varicella,0.994,0.969,0.000,0.005,0.000,0.000,0.025,0.002
9594,Falcon 49,Meridian Ranch Elementary School,Regular,Completed,School,2018/2019,658,Varicella,0.953,0.944,0.002,0.036,0.000,0.009,0.009,0.000
9595,Buffalo RE-4J,Merino Elementary School,Regular,Not Completed,School,2018/2019,,Varicella,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9597,Denver County 1,Merrill Middle School,Regular,Completed,School,2018/2019,584,Varicella,0.868,0.957,0.000,0.022,0.002,0.014,0.005,0.000
9598,Boulder Valley RE 2,Mesa Elementary School,Regular,Completed,School,2018/2019,261,Varicella,0.981,0.939,0.000,0.000,0.000,0.000,0.050,0.011
9599,Fountain 8,Mesa Elementary School,Regular,Completed,School,2018/2019,544,Varicella,0.730,0.783,0.000,0.090,0.000,0.118,0.007,0.002
9600,Montezuma-Cortez RE-1,Mesa Elementary School,Regular,Completed,School,2018/2019,338,Varicella,1.000,0.914,0.012,0.000,0.000,0.000,0.033,0.041
9601,Westminster Public Schools,Mesa Elementary School,Regular,Completed,School,2018/2019,302,Varicella,1.000,0.947,0.000,0.000,0.000,0.000,0.046,0.007
9602,Douglas County RE 1,Mesa Middle School,Regular,Completed,School,2018/2019,883,Varicella,0.948,0.939,0.008,0.009,0.005,0.003,0.032,0.005
9603,Widefield 3,Mesa Ridge High School,Regular,Completed,School,2018/2019,1266,Varicella,0.901,0.938,0.001,0.032,0.001,0.021,0.008,0.000
9604,Mesa County Valley 51,Mesa Valley Community School,Charter,Completed,School,2018/2019,402,Varicella,0.973,0.706,0.000,0.017,0.000,0.002,0.256,0.017
9605,Mesa County Valley 51,Mesa View Elementary School,Regular,Completed,School,2018/2019,364,Varicella,0.986,0.918,0.000,0.008,0.000,0.000,0.074,0.000
